id,created_date,modified_date,is_deleted,mark,name,user_id,car_detail_id,image_id,car_brand_id,car_model_id,pinned,order
556763,2022-02-04 23:34:10.946579+00,2022-02-04 23:48:09.066066+00,t,ВАЗ (Lada),Largus,383081,824504,800490,80,500,f,1
1171696,2022-07-06 05:01:45.613498+00,2022-07-06 08:08:23.579273+00,t,Chevrolet,Nexia 3,12917,1309408,,12,129,f,1
556744,2022-02-04 21:48:56.960976+00,2022-07-22 08:56:57.273313+00,t,Chevrolet,Gentra,376798,824486,,12,120,f,1
556766,2022-02-04 23:51:00.321547+00,2022-02-04 23:51:00.321565+00,f,Chevrolet,Cobalt,41223,824506,,12,111,f,1
556768,2022-02-04 23:57:33.931834+00,2022-02-04 23:57:33.931861+00,f,Chevrolet,Spark,210072,97125,,12,133,f,1
556769,2022-02-05 00:00:40.728986+00,2022-02-05 00:00:40.729014+00,f,Chevrolet,Damas,375569,804334,,12,114,f,1
1172454,2022-07-06 08:06:46.569954+00,2023-01-07 13:13:02.533677+00,t,Ford,ford,543064,1140563,,23,,f,1
556782,2022-02-05 01:08:07.441939+00,2022-07-22 17:15:36.732916+00,t,Chevrolet,Nexia 2,207645,824518,800509,12,128,f,1
556781,2022-02-05 00:54:10.304466+00,2022-08-31 01:42:36.242367+00,t,Chevrolet,Damas,196190,824516,,12,114,f,1
556764,2022-02-04 23:49:38.432347+00,2022-02-05 00:13:42.8133+00,t,Chevrolet,Cobalt,383081,823518,800491,12,111,f,1
556760,2022-02-04 22:47:52.821464+00,2022-09-15 12:41:07.342312+00,f,Chevrolet,Matiz Best,383875,824501,,12,126,f,2
556765,2022-02-04 23:50:42.520447+00,2022-10-20 01:27:31.843095+00,t,Chevrolet,Lacetti,383880,824505,813709,12,159,f,1
556773,2022-02-05 00:14:39.520594+00,2022-02-05 00:20:04.19977+00,t,ВАЗ (Lada),Largus,383081,824504,,80,500,f,1
556803,2022-02-05 01:56:25.390876+00,2022-10-22 12:44:06.765707+00,t,Chevrolet,Cobalt,383906,824537,,12,111,f,1
556776,2022-02-05 00:27:40.08357+00,2022-02-05 00:27:40.083588+00,f,spark,spark,382279,824512,800505,,,f,1
556783,2022-02-05 01:11:50.040886+00,2022-11-25 11:11:43.463288+00,t,Chevrolet,Nexia 2,262694,824520,801331,12,128,f,1
556780,2022-02-05 00:52:03.286685+00,2022-02-05 00:52:03.286712+00,f,Chevrolet,Cobalt,354771,578518,,12,111,f,1
556788,2022-02-05 01:22:40.798951+00,2022-02-05 01:22:40.79897+00,f,ВАЗ (Lada),Нива,382799,824524,800510,80,505,f,1
556797,2022-02-05 01:39:04.064169+00,2023-03-17 11:32:57.37664+00,t,Chevrolet,Nexia 2,383903,405006,,12,128,f,1
556746,2022-02-04 21:56:22.463061+00,2022-12-21 07:31:02.377914+00,t,Chevrolet,Spark,27211,824489,800476,12,133,f,2
556784,2022-02-05 01:15:28.693915+00,2022-02-05 01:15:28.693942+00,f,Chevrolet,Nexia 2,243337,610772,,12,128,f,1
556785,2022-02-05 01:16:54.567017+00,2022-02-05 01:16:54.567034+00,f,Chevrolet,Nexia 2,383897,824521,,12,128,f,1
556758,2022-02-04 22:31:21.183416+00,2022-02-04 22:31:21.183444+00,f,Chevrolet,Gentra,12908,505064,,12,120,f,2
556787,2022-02-05 01:22:36.598666+00,2022-02-05 01:22:36.598685+00,f,Chevrolet,Gentra,383900,824523,,12,120,f,1
556789,2022-02-05 01:24:19.722314+00,2022-02-05 01:24:19.722331+00,f,Daewoo,Nexia,326104,824525,,16,167,f,1
556790,2022-02-05 01:24:30.009483+00,2022-02-05 01:24:30.009511+00,f,Chevrolet,Nexia 3,272973,670445,,12,129,f,1
556771,2022-02-05 00:04:55.375398+00,2023-03-25 07:00:40.621304+00,t,Chevrolet,Nexia 2,383882,824509,800506,12,128,f,1
556792,2022-02-05 01:27:05.557303+00,2022-02-05 01:27:05.55733+00,f,Isuzu,ISUZU NQR71PL,382802,93566,,35,,f,1
556793,2022-02-05 01:32:46.1627+00,2022-02-05 01:32:46.162718+00,f,Volvo,VOLVO FH,382802,824526,,76,,f,1
3009529,2023-01-11 09:40:37.09359+00,2023-04-02 10:11:36.606468+00,f,Chevrolet,Labo,1714460,2434935,,12,118,f,3
556796,2022-02-05 01:37:29.610266+00,2022-02-05 01:37:29.610284+00,f,Chevrolet,Nexia 3,354558,824528,,12,129,f,2
556795,2022-02-05 01:34:54.848296+00,2022-02-05 01:34:54.848323+00,f,Chevrolet,Cobalt,382802,823089,,12,111,f,1
556799,2022-02-05 01:45:43.63421+00,2022-02-05 01:45:43.634228+00,f,Chevrolet,Nexia 2,383904,824531,800514,12,128,f,1
556800,2022-02-05 01:47:24.326881+00,2022-02-05 01:47:24.326898+00,f,Chevrolet,Spark,382604,824533,800517,12,133,f,1
556775,2022-02-05 00:25:57.958574+00,2022-02-05 00:25:57.958592+00,f,Chevrolet,Nexia 2,363340,824511,,12,128,f,3
556804,2022-02-05 01:59:40.428666+00,2022-02-05 01:59:40.428692+00,f,Chevrolet,Damas,41004,206167,,,,f,1
556805,2022-02-05 01:59:58.688513+00,2022-02-05 01:59:58.688533+00,f,Chevrolet,Spark,383909,824538,,12,133,f,1
556806,2022-02-05 02:00:04.571655+00,2022-02-05 02:00:04.571675+00,f,Daewoo,Matiz (Standart),383907,824539,800523,16,163,f,1
556810,2022-02-05 02:10:01.939271+00,2022-02-05 02:10:01.939289+00,f,Chevrolet,Nexia 3,383912,824543,,12,129,f,1
556811,2022-02-05 02:12:23.058326+00,2022-02-05 02:12:23.058344+00,f,Chevrolet,Matiz,383914,824545,,12,125,f,1
556812,2022-02-05 02:13:15.712805+00,2022-02-05 02:13:15.712823+00,f,Kia,SC6350C,72425,824546,,40,252,f,1
556814,2022-02-05 02:15:21.754716+00,2022-02-05 02:15:21.754742+00,f,Chevrolet,Nexia 3,383915,721013,800528,12,129,f,1
556815,2022-02-05 02:21:00.646506+00,2022-02-05 02:21:00.646523+00,f,Daewoo,Matiz (Standart),3171,824549,,16,163,f,1
556816,2022-02-05 02:22:20.765822+00,2022-02-05 02:22:20.76584+00,f,Chevrolet,Nexia 3,383918,824550,800531,12,129,f,1
556817,2022-02-05 02:22:36.338006+00,2022-02-05 02:22:36.338024+00,f,Chevrolet,Lacetti,383917,824551,,12,119,f,1
556798,2022-02-05 01:41:48.174764+00,2022-02-05 01:41:48.174782+00,f,ВАЗ (Lada),2107,383302,824530,,80,486,f,1
556778,2022-02-05 00:35:49.278733+00,2022-02-05 14:00:44.56846+00,t,Chevrolet,Lacetti,293545,824515,,12,119,f,1
556772,2022-02-05 00:09:16.907648+00,2022-02-05 00:09:16.907667+00,f,ВАЗ (Lada),Vesta,383885,824510,803347,80,510,f,1
556759,2022-02-04 22:46:16.024167+00,2022-02-07 05:50:25.577179+00,t,Chevrolet,Matiz,383874,824500,,12,125,f,1
556802,2022-02-05 01:56:01.383209+00,2022-02-07 13:24:44.117679+00,t,Chevrolet,Lacetti,51873,824536,,12,119,f,1
556774,2022-02-05 00:21:15.921298+00,2022-02-07 16:32:29.598967+00,t,Chevrolet,Cobalt,383081,823518,800504,12,111,f,1
556779,2022-02-05 00:38:28.283203+00,2022-02-05 00:38:28.28323+00,f,Chevrolet,Nexia 2,383891,568068,,12,128,f,1
556767,2022-02-04 23:53:13.004738+00,2022-02-04 23:53:13.004755+00,f,Chevrolet,Matiz,370655,807341,800493,12,125,f,1
556818,2022-02-05 02:26:20.123974+00,2022-02-19 15:41:01.037097+00,t,Chevrolet,Damas,351951,824552,,12,114,f,1
733493,2022-03-18 13:03:45.693368+00,2022-03-18 13:03:45.693398+00,f,Daewoo,Nexia,512368,996465,,16,167,f,1
556846,2022-02-05 02:50:41.940897+00,2023-01-23 15:12:37.828795+00,t,Chevrolet,Matiz,383944,824571,,12,125,f,1
556823,2022-02-05 02:28:07.225058+00,2022-02-05 02:28:07.225085+00,f,Chevrolet,Spark,383923,39161,,12,133,f,1
556824,2022-02-05 02:31:13.598982+00,2022-02-05 02:31:13.598999+00,f,Chevrolet,Damas,383268,824555,,12,114,f,1
556825,2022-02-05 02:35:02.154045+00,2022-02-05 02:35:02.154064+00,f,Chevrolet,Spark,89363,202445,,12,133,f,1
556826,2022-02-05 02:35:02.850119+00,2022-02-05 02:35:02.850146+00,f,Daewoo,Damas,383927,578516,,16,154,f,1
556844,2022-02-05 02:47:06.713268+00,2022-11-09 16:47:19.858927+00,t,Chevrolet,Gentra,31210,824569,1071183,12,120,f,1
556837,2022-02-05 02:41:59.903471+00,2022-03-31 09:00:21.775997+00,t,ВАЗ (Lada),2106,166655,824565,,80,485,f,1
556885,2022-02-05 03:16:51.808333+00,2022-02-05 03:16:51.80836+00,f,Daewoo,Nexia II,383960,207781,3491350,16,168,f,1
556889,2022-02-05 03:18:38.643084+00,2022-11-17 16:29:01.327054+00,t,Daewoo,Damas,114574,824606,,16,154,f,1
556854,2022-02-05 02:53:45.605696+00,2022-10-17 02:57:32.449623+00,t,Chevrolet,Cobalt,383916,824579,,12,111,f,1
556834,2022-02-05 02:38:59.503134+00,2022-02-05 02:38:59.503151+00,f,Chevrolet,Damas,383929,824561,,12,114,f,1
556857,2022-02-05 02:56:13.307945+00,2022-08-22 13:20:06.609042+00,t,Chevrolet,Cobalt,383947,824579,,12,111,f,1
556845,2022-02-05 02:49:08.386095+00,2022-11-24 15:21:08.995559+00,t,Chevrolet,Matiz,232653,818169,,12,125,f,1
556882,2022-02-05 03:15:54.331799+00,2022-08-30 22:06:37.154286+00,t,Chevrolet,Lacetti,13890,694137,,12,119,f,1
556838,2022-02-05 02:42:13.04357+00,2022-02-05 02:42:13.043587+00,f,Chevrolet,Spark,383930,824566,,12,133,f,1
556881,2022-02-05 03:15:09.187451+00,2022-09-09 13:07:52.89517+00,t,Chevrolet,Damas,131646,824601,800558,12,114,f,1
556841,2022-02-05 02:43:37.22434+00,2022-02-05 02:43:37.224362+00,f,Chevrolet,Nexia 3,383892,229133,,12,129,f,1
556820,2022-02-05 02:26:31.758322+00,2022-12-06 16:55:19.459239+00,t,Chevrolet,Spark,312512,824554,,12,133,f,1
556859,2022-02-05 02:57:32.796187+00,2022-05-07 11:53:42.34104+00,t,Chevrolet,Nexia 2,376083,812993,,12,128,f,1
556856,2022-02-05 02:55:28.034087+00,2022-02-05 02:55:28.034105+00,f,Chevrolet,Lacetti,383245,824580,800548,12,119,f,2
556847,2022-02-05 02:50:57.914049+00,2022-02-05 02:50:57.914065+00,f,Chevrolet,Cobalt,383942,824572,,12,111,f,1
556832,2022-02-05 02:38:34.889442+00,2022-05-08 12:23:34.698859+00,t,Chevrolet,Nexia 3,383926,824559,800538,12,129,f,1
556848,2022-02-05 02:51:07.403678+00,2022-02-05 02:51:07.403696+00,f,ВАЗ (Lada),2101,383693,824573,,80,480,f,1
556850,2022-02-05 02:51:51.732798+00,2022-02-05 02:51:51.732816+00,f,Chevrolet,Cobalt,383943,824575,800545,12,111,f,1
556851,2022-02-05 02:53:04.637244+00,2022-02-05 02:53:04.637263+00,f,Daewoo,Spark,383946,824576,,16,,f,1
556852,2022-02-05 02:53:24.918074+00,2022-02-05 02:53:24.918091+00,f,Chevrolet,Nexia 2,383935,824577,,12,128,f,1
556853,2022-02-05 02:53:43.093929+00,2022-02-05 02:53:43.093946+00,f,Chevrolet,Spark,329577,824578,,12,133,f,1
556840,2022-02-05 02:42:38.883374+00,2022-02-05 02:42:38.883401+00,f,Daewoo,Matiz (Standart),165453,501523,,16,163,f,2
556891,2022-02-05 03:20:16.662756+00,2022-12-14 08:44:54.564713+00,t,Chevrolet,Gentra,383972,824609,800560,12,120,f,1
556858,2022-02-05 02:56:19.397486+00,2022-02-05 02:56:19.397514+00,f,Chevrolet,Gentra,297531,666856,,12,120,f,1
556855,2022-02-05 02:54:49.314776+00,2022-09-30 12:03:54.708306+00,t,Ravon,Gentra,116491,823639,,58,120,f,1
556860,2022-02-05 02:58:39.521878+00,2022-02-05 02:58:39.521897+00,f,Daewoo,Nexia,383949,824581,,16,167,f,1
556861,2022-02-05 02:58:50.116987+00,2022-02-05 02:58:50.117004+00,f,Daewoo,nexia,383938,824582,800549,16,,f,1
556862,2022-02-05 02:58:53.601741+00,2022-02-05 02:58:53.601758+00,f,Chevrolet,Cobalt,1849,824583,,,,f,1
556863,2022-02-05 03:03:09.52041+00,2022-02-05 03:03:09.520429+00,f,Chevrolet,Cobalt,383949,824584,,12,111,f,1
556707,2022-02-04 20:24:38.642636+00,2022-02-05 03:05:01.304855+00,t,Daewoo,Tico,371972,806700,,16,173,f,1
556864,2022-02-05 03:07:08.1423+00,2022-02-05 03:07:08.142318+00,f,Chevrolet,Nexia 3,383952,824586,,12,129,f,1
556865,2022-02-05 03:07:21.076135+00,2022-02-05 03:07:21.076162+00,f,Chevrolet,Damas,383953,629957,,12,114,f,1
556839,2022-02-05 02:42:24.48676+00,2022-05-19 09:20:12.75096+00,t,Daewoo,Nexia,267184,824567,,16,167,f,1
556878,2022-02-05 03:12:47.61576+00,2022-05-31 04:49:17.616431+00,t,ГАЗ,gaz24,227770,824597,,82,,f,1
556890,2022-02-05 03:20:04.292233+00,2022-06-12 01:19:26.731393+00,t,Chevrolet,Lacetti,316124,824608,800559,12,119,f,1
556869,2022-02-05 03:09:01.809669+00,2022-02-05 03:09:01.809687+00,f,Daewoo,Nexia,383951,824591,800552,16,167,f,1
556870,2022-02-05 03:09:10.923221+00,2022-02-05 03:09:10.923246+00,f,Chevrolet,Gentra,247898,809336,,12,120,f,1
556871,2022-02-05 03:09:12.237176+00,2022-02-05 03:09:12.237202+00,f,Chevrolet,Cobalt,383957,824584,,12,111,f,1
556879,2022-02-05 03:13:48.269348+00,2022-02-05 03:13:48.269366+00,f,Chevrolet,Spark,383955,824598,,12,133,f,1
556867,2022-02-05 03:08:22.730086+00,2022-02-05 03:09:27.491282+00,t,Daewoo,Nexia,360421,824590,,16,167,f,1
556835,2022-02-05 02:39:57.429401+00,2022-06-17 08:12:36.316361+00,t,Daewoo,Nexia,270321,824562,,16,167,f,1
556829,2022-02-05 02:37:10.372496+00,2023-03-19 05:41:01.191525+00,f,ВАЗ (Lada),Largus,383925,824557,804321,80,500,f,2
556828,2022-02-05 02:36:33.723743+00,2022-10-05 15:15:35.791122+00,t,Chevrolet,Lacetti,69946,9401,,12,119,f,1
2751812,2022-12-24 02:31:21.100103+00,2023-02-22 08:26:42.110111+00,t,Daewoo,Nexia,1581359,731820,,16,167,f,1
556875,2022-02-05 03:11:43.881179+00,2022-02-05 03:11:43.881196+00,f,Daewoo,Nexia II,371948,806654,800554,16,168,f,1
556877,2022-02-05 03:12:10.958005+00,2022-02-05 03:12:10.95803+00,f,Daewoo,Nexia,383958,824590,,16,167,f,1
556842,2022-02-05 02:44:52.68089+00,2023-02-19 07:08:21.841391+00,t,Chevrolet,Spark,283156,814168,,12,133,f,1
556880,2022-02-05 03:14:34.157704+00,2022-02-05 03:14:34.157721+00,f,Daewoo,Nexia,383961,824599,,16,167,f,1
236906,2021-10-19 12:58:11.383474+00,2021-10-19 12:58:11.383502+00,f,Chevrolet,Damas,136506,193926,397873,12,114,f,3
556849,2022-02-05 02:51:50.267802+00,2022-02-05 02:51:50.267819+00,f,Chevrolet,Damas,383945,824574,,12,114,f,3
556883,2022-02-05 03:16:18.367285+00,2022-02-05 03:16:18.367303+00,f,ВАЗ (Lada),Самара (седан 21099),380762,824602,,80,489,f,1
556884,2022-02-05 03:16:18.409361+00,2022-02-05 03:16:18.409379+00,f,Daewoo,Nexia,383963,824603,,16,167,f,1
556896,2022-02-05 03:22:12.037795+00,2022-06-19 15:30:00.751439+00,t,Chevrolet,Cobalt,146982,371686,,12,111,f,1
556874,2022-02-05 03:10:31.979512+00,2022-10-06 11:42:51.647113+00,t,Chevrolet,Cobalt,157991,824594,,12,111,f,1
556886,2022-02-05 03:17:07.793306+00,2022-02-05 03:17:07.793334+00,f,Chevrolet,Nexia 2,375523,812975,,12,128,f,1
556843,2022-02-05 02:45:27.502252+00,2022-10-13 03:43:12.118458+00,t,Chevrolet,Gentra,133147,824568,800540,12,120,f,1
556887,2022-02-05 03:18:20.520786+00,2022-02-05 03:18:20.520803+00,f,Chevrolet,Cobalt,383971,824605,,12,111,f,1
556888,2022-02-05 03:18:23.336267+00,2022-02-05 03:18:23.336294+00,f,Chevrolet,Nexia 3,383968,739667,,12,129,f,1
556893,2022-02-05 03:21:20.318747+00,2022-02-05 03:21:20.318766+00,f,Chevrolet,Nexia 2,383710,824613,,12,128,f,1
556894,2022-02-05 03:21:32.641604+00,2022-02-05 03:21:32.641621+00,f,Chevrolet,Cobalt,366655,824614,,12,111,f,1
556898,2022-02-05 03:22:13.723573+00,2022-02-05 03:22:13.723591+00,f,Chevrolet,Spark,383962,824616,,12,133,f,1
556900,2022-02-05 03:22:54.328723+00,2022-02-05 03:22:54.32874+00,f,Chevrolet,Damas,383561,824617,,12,114,f,1
556821,2022-02-05 02:26:45.511299+00,2022-02-05 14:05:27.166529+00,t,Chevrolet,Nexia 2,381415,118996,,12,128,f,1
556872,2022-02-05 03:09:18.156633+00,2022-02-06 07:53:55.9679+00,t,Chevrolet,Nexia 2,371972,824592,,12,128,f,1
556866,2022-02-05 03:07:59.527392+00,2022-02-08 16:17:04.949865+00,t,Chevrolet,Lacetti,10421,824587,,,,f,1
556876,2022-02-05 03:11:52.728865+00,2022-02-05 03:11:52.728882+00,f,Chevrolet,Cobalt,383775,824596,,12,111,f,1
556897,2022-02-05 03:22:13.023655+00,2022-02-05 03:22:13.023683+00,f,Chevrolet,Spark,383973,664889,800561,12,133,f,1
556873,2022-02-05 03:09:41.262862+00,2022-03-03 19:33:34.819822+00,t,Nissan,Sylphy EV Zero Emission,383956,824593,,54,351,f,1
556833,2022-02-05 02:38:53.733011+00,2022-02-05 02:38:53.733029+00,f,Daewoo,Damas,380706,824560,,16,114,f,1
556899,2022-02-05 03:22:35.264527+00,2022-03-10 12:40:22.413344+00,t,Chevrolet,Captiva,312352,725538,,12,108,f,1
1908716,2022-10-24 14:08:43.179876+00,2022-10-24 14:08:43.907258+00,t,Chevrolet,Nexia 3,1127056,1874322,,12,129,f,1
556902,2022-02-05 03:23:50.774986+00,2022-02-05 03:23:50.775004+00,f,Chevrolet,Cobalt,383079,824621,,12,111,f,1
733483,2022-03-18 13:00:11.090126+00,2022-03-18 13:00:11.090148+00,f,Chevrolet,Lacetti,512761,996456,,12,119,f,1
556969,2022-02-05 03:47:41.257915+00,2022-03-26 06:39:41.80232+00,t,ВАЗ (Lada),Самара 2 (седан 2115),241803,824681,,80,492,f,1
556892,2022-02-05 03:20:18.138149+00,2022-02-05 03:20:18.138167+00,f,Daewoo,Damas,383965,824610,800564,16,154,f,1
556966,2022-02-05 03:47:11.594526+00,2022-02-05 03:47:11.594544+00,f,Chevrolet,Cobalt,384007,824678,1304568,12,111,f,1
556905,2022-02-05 03:25:20.477915+00,2022-02-05 03:26:08.298179+00,t,Chevrolet,Nexia 2,355924,527438,,12,128,f,1
556967,2022-02-05 03:47:23.564408+00,2022-04-19 10:15:29.464834+00,t,Chevrolet,Nexia 3,265979,824679,,12,129,f,1
556907,2022-02-05 03:26:34.777553+00,2022-02-05 03:26:34.777571+00,f,Daewoo,Damas,153386,824628,,16,154,f,1
556910,2022-02-05 03:27:36.595264+00,2022-02-05 03:27:36.59529+00,f,Chevrolet,Nexia 3,361790,9017,,12,129,f,1
556911,2022-02-05 03:27:49.86224+00,2022-02-05 03:27:49.862266+00,f,Chevrolet,Cobalt,355924,783771,800572,12,111,f,1
556912,2022-02-05 03:28:02.654187+00,2022-02-05 03:28:02.654204+00,f,Chevrolet,Gentra,353986,824630,,12,120,f,1
556971,2022-02-05 03:48:40.553867+00,2022-11-10 13:26:29.252031+00,f,Daewoo,Lacetti,356149,824684,,16,159,f,5
556906,2022-02-05 03:26:18.461779+00,2022-02-05 03:29:45.240099+00,t,Daewoo,Lacetti,134094,354871,,16,159,f,1
556916,2022-02-05 03:30:04.189582+00,2022-02-05 03:30:04.189602+00,f,Chevrolet,Cobalt,373936,824635,800577,12,111,f,1
556918,2022-02-05 03:30:09.452782+00,2022-02-05 03:30:09.4528+00,f,Chevrolet,Nexia 2,383147,824637,,12,128,f,1
556919,2022-02-05 03:30:58.648055+00,2022-02-05 03:30:58.648073+00,f,Daewoo,Tico,381179,824639,800582,16,173,f,1
556920,2022-02-05 03:32:36.227867+00,2022-02-05 03:32:36.227885+00,f,Chevrolet,Epica,383983,824642,,12,115,f,1
3542054,2023-02-22 02:16:22.518174+00,2023-02-22 02:16:22.518223+00,f,Chevrolet,Nexia 2,1806442,1546469,,12,128,f,2
556923,2022-02-05 03:32:57.820261+00,2023-01-26 06:31:27.503866+00,t,Daewoo,Nexia,8950,824645,,16,167,f,1
556915,2022-02-05 03:29:12.34025+00,2022-02-05 03:29:12.340272+00,f,Daewoo,Labo,261200,824634,800576,16,158,f,1
556926,2022-02-05 03:33:57.335423+00,2022-02-05 03:33:57.335441+00,f,Chevrolet,Nexia 3,42919,759374,,12,129,f,1
556948,2022-02-05 03:39:51.078062+00,2022-02-05 03:39:51.078079+00,f,Chevrolet,Gentra,104998,824665,8310970,12,120,f,1
556913,2022-02-05 03:28:19.895248+00,2022-04-27 07:47:05.492338+00,t,Daewoo,Nexia,383979,824631,1334548,16,167,f,1
556973,2022-02-05 03:49:15.069116+00,2022-05-11 16:02:10.813375+00,t,Daewoo,Matiz (Standart),374911,824686,,16,163,f,1
556931,2022-02-05 03:35:20.163584+00,2022-02-05 03:35:20.163601+00,f,Chevrolet,Cobalt,383970,824652,,12,111,f,1
556944,2022-02-05 03:38:33.076599+00,2022-06-04 02:56:03.990744+00,t,Chevrolet,Matiz,383995,824662,805233,12,125,f,1
556933,2022-02-05 03:35:40.787723+00,2022-02-05 03:35:40.787741+00,f,Chevrolet,Nexia 3,383988,824653,,12,129,f,1
556934,2022-02-05 03:36:08.5629+00,2022-02-05 03:36:08.562927+00,f,ВАЗ (Lada),2107,320107,141902,800586,80,486,f,1
556927,2022-02-05 03:34:14.977789+00,2022-02-05 03:34:14.977806+00,f,Chevrolet,Nexia 3,318135,802516,,12,129,f,3
556979,2022-02-05 03:51:36.863332+00,2022-11-22 03:46:13.457084+00,t,Chevrolet,Nexia 3,384005,824690,3671598,12,129,f,1
556908,2022-02-05 03:26:39.6538+00,2022-02-05 03:26:39.653818+00,f,Chevrolet,Nexia 2,383969,824629,,12,128,f,1
556937,2022-02-05 03:36:35.213581+00,2022-02-05 03:36:35.213598+00,f,Chevrolet,Cobalt,383992,824655,,12,111,f,1
556938,2022-02-05 03:36:35.628543+00,2022-02-05 03:36:35.628561+00,f,Chevrolet,Gentra,383987,824656,,12,120,f,1
556939,2022-02-05 03:37:22.34042+00,2022-02-05 03:37:22.340438+00,f,ВАЗ (Lada),2106,383294,824657,,80,485,f,1
556922,2022-02-05 03:32:56.695888+00,2022-12-24 14:20:22.597104+00,t,Chevrolet,Cobalt,332861,824644,,12,111,f,1
556941,2022-02-05 03:38:04.683357+00,2022-02-05 03:38:04.683375+00,f,Chevrolet,Nexia 3,375635,824659,,12,129,f,1
556946,2022-02-05 03:39:23.572257+00,2022-02-05 03:39:23.572275+00,f,Chevrolet,Matiz,19906,803607,800593,12,125,f,6
556943,2022-02-05 03:38:21.267309+00,2022-02-05 03:38:21.267327+00,f,Daewoo,Tico,383279,824661,800590,16,173,f,1
556940,2022-02-05 03:38:04.282892+00,2022-02-05 03:38:04.282909+00,f,ВАЗ (Lada),Largus,383996,824658,8096510,80,500,f,2
556945,2022-02-05 03:38:49.318046+00,2022-02-05 03:38:49.318064+00,f,Chevrolet,Damas,110479,824663,800591,12,114,f,1
556786,2022-02-05 01:22:33.347495+00,2022-02-05 01:22:33.347513+00,f,Chevrolet,Cobalt,383899,824522,,12,111,f,2
556917,2022-02-05 03:30:04.417738+00,2022-02-05 03:30:04.417758+00,f,Chevrolet,Nexia 3,383974,824636,800578,12,129,f,3
556935,2022-02-05 03:36:15.604679+00,2023-01-10 06:29:26.312909+00,t,Chevrolet,Cobalt,383993,824644,,12,111,f,1
556949,2022-02-05 03:40:02.967609+00,2022-02-05 03:40:02.967666+00,f,Chevrolet,Nexia 3,379239,824666,,12,129,f,1
556951,2022-02-05 03:40:27.65722+00,2022-02-05 03:40:27.657239+00,f,Chevrolet,Spark,381201,824668,,12,133,f,1
556958,2022-02-05 03:42:49.074291+00,2022-02-05 03:42:49.074309+00,f,Daewoo,Damas,381794,824672,,16,154,f,2
